COLLEGE_CODE,COLLEGE_NAME,DISTRICT,OC,BC,BCM,MBC,SC,SCA,ST,RECORD_ID,BRANCH_NAME,BRANCH_CODE
2347,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",Salem,109,106.5,141.5,100.5,122,Not Available,Not Available,TNEA2025-00001,AGRICULTURAL ENGINEERING,ag
2347,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",Salem,142.5,87,141.5,112.5,122,Not Available,Not Available,TNEA2025-00002,Artificial Intelligence and Data Science,ad
2347,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",Salem,127,82,116,111,123.5,Not Available,Not Available,TNEA2025-00003,COMPUTER SCIENCE AND ENGINEERING,cs
2347,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",Salem,130.5,88,116.5,112,99.5,Not Available,Not Available,TNEA2025-00004,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2347,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",Salem,119,95,102.5,103,99.5,Not Available,Not Available,TNEA2025-00005,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2347,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",Salem,122,90,116.5,104.5,99.5,Not Available,Not Available,TNEA2025-00006,INFORMATION TECHNOLOGY,it
2347,"A V S College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem-636106.",Salem,114.5,84,116.5,103,81.5,Not Available,Not Available,TNEA2025-00007,MECHANICAL ENGINEERING,me
1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,128.5,104.5,124.5,88.5,116,Not Available,Not Available,TNEA2025-00008,Artificial Intelligence and Data Science,ad
1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,88.5,104.5,124.5,88.5,116,Not Available,Not Available,TNEA2025-00009,CIVIL ENGINEERING,ce
1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,120,85,107,99.5,96.5,Not Available,Not Available,TNEA2025-00010,COMPUTER SCIENCE AND ENGINEERING,cs
1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,89.5,80.5,107,83.5,96.5,Not Available,Not Available,TNEA2025-00011,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,117.5,109.5,107,90.5,96.5,Not Available,Not Available,TNEA2025-00012,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,118,94,107,90,112,Not Available,Not Available,TNEA2025-00013,INFORMATION TECHNOLOGY,it
1441,"A.K.T.Memorial College of Engineering and Technology, Neelamangalam( Post ), Kallakurichi Taluk, Villupuram District-606202.",KALLAKURICHI,93.5,94,107,90,112,Not Available,Not Available,TNEA2025-00014,MECHANICAL ENGINEERING,me
4937,"A.R College of Engineering and Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",Tirunelveli,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00015,CIVIL ENGINEERING,ce
4937,"A.R College of Engineering and Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",Tirunelveli,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00016,COMPUTER SCIENCE AND ENGINEERING,cs
4937,"A.R College of Engineering and Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",Tirunelveli,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00017,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
4937,"A.R College of Engineering and Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",Tirunelveli,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00018,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
4937,"A.R College of Engineering and Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",Tirunelveli,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00019,MECHANICAL ENGINEERING,me
1436,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM fr,85.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00020,Artificial Intelligence and Data Science,ad
1436,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM fr,85.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00021,CIVIL ENGINEERING,ce
1436,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM fr,83.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00022,COMPUTER SCIENCE AND ENGINEERING,cs
1436,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM fr,91.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00023,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1436,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM fr,121,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00024,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1436,"A.R.Engineering College, Vadakuchipalayam, Kappiyampuliyur post, Villupuram-605601.",VILUPPURAM fr,121,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00025,MECHANICAL ENGINEERING,me
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,134.5,96.5,98,83.5,Not Available,Not Available,Not Available,TNEA2025-00026,AGRICULTURAL ENGINEERING,ag
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,108,96.5,98,83.5,Not Available,Not Available,Not Available,TNEA2025-00027,Artificial Intelligence and Data Science,ad
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,89.5,96.5,98,83.5,Not Available,Not Available,Not Available,TNEA2025-00028,BIO MEDICAL ENGINEERING,bm
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,89.5,96.5,98,83.5,Not Available,Not Available,Not Available,TNEA2025-00029,CIVIL ENGINEERING,ce
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,86.5,96.5,98,83.5,Not Available,Not Available,Not Available,TNEA2025-00030,COMPUTER SCIENCE AND ENGINEERING,cs
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,113.5,96.5,98,83.5,Not Available,Not Available,Not Available,TNEA2025-00031,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,90.5,82.5,87,83.5,Not Available,Not Available,Not Available,TNEA2025-00032,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",TIRUVARUR,105,82.5,87,83.5,Not Available,Not Available,Not Available,TNEA2025-00033,MECHANICAL ENGINEERING,me
3801,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,168.5,134.5,167.5,138.5,101,101.5,Not Available,TNEA2025-00034,Artificial Intelligence and Data Science,ad
3801,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,117,134.5,167.5,96.5,95.5,101.5,Not Available,TNEA2025-00035,CIVIL ENGINEERING,ce
3801,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,165,125,152.5,145.5,105,101.5,Not Available,TNEA2025-00036,COMPUTER SCIENCE AND ENGINEERING,cs
3801,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,129.5,102.5,152.5,121,103,101.5,Not Available,TNEA2025-00037,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
3801,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,147.5,98.5,143.5,136.5,106,101.5,Not Available,TNEA2025-00038,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
3801,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,163,125.5,150,143.5,83,101.5,Not Available,TNEA2025-00039,INFORMATION TECHNOLOGY,it
3801,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,119,125.5,150,105,83,101.5,Not Available,TNEA2025-00040,INSTRUMENTATION AND CONTROL ENGINEERING,ic
3801,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",MAYILADUTHURAI f,114.5,125.5,150,106.5,109.5,101.5,Not Available,TNEA2025-00041,MECHANICAL ENGINEERING,me
4680,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,162.5,135,115,144,101,95,Not Available,TNEA2025-00042,Artificial Intelligence and Data Science,ad
4680,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,124,102.5,115,144,98,95,Not Available,TNEA2025-00043,CIVIL ENGINEERING,ce
4680,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,154.5,140.5,136.5,120.5,115,122.5,Not Available,TNEA2025-00044,COMPUTER SCIENCE AND ENGINEERING,cs
4680,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,144,136,136.5,119.5,114.5,96.5,Not Available,TNEA2025-00045,Computer Science and Engineering (Cyber Security),sc
4680,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,138,108,134.5,104.5,99.5,116.5,Not Available,TNEA2025-00046,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
4680,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,163.5,142.5,134.5,120,122,123,Not Available,TNEA2025-00047,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
4680,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,144,134,123,113.5,108,84.5,Not Available,TNEA2025-00048,INFORMATION TECHNOLOGY,it
4680,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",VIRUDHUNAGAR,118,84.5,123,94,92,118,Not Available,TNEA2025-00049,MECHANICAL ENGINEERING,me
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ERODE f,124.5,93.5,123,103,104,104.5,Not Available,TNEA2025-00050,Artificial Intelligence and Data Science,ad
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ERODE f,103.5,93.5,101,93.5,104,104.5,Not Available,TNEA2025-00051,COMPUTER SCIENCE AND ENGINEERING,cs
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ERODE f,91,93.5,101,93.5,104,104.5,Not Available,TNEA2025-00052,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ERODE f,103.5,93.5,96.5,93.5,104,104.5,Not Available,TNEA2025-00053,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ERODE f,113.5,92.5,107,93.5,86.5,108.5,Not Available,TNEA2025-00054,INFORMATION TECHNOLOGY,it
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ERODE f,100,92.5,107,93.5,86.5,108.5,Not Available,TNEA2025-00055,MECHANICAL ENGINEERING,me
1232,"ARM College of Engineering and Technology, Sattamangalam, Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",Chengalpattu,88,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00056,Artificial Intelligence and Data Science,ad
1232,"ARM College of Engineering and Technology, Sattamangalam, Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",Chengalpattu,88,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00057,CIVIL ENGINEERING,ce
1232,"ARM College of Engineering and Technology, Sattamangalam, Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",Chengalpattu,114,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00058,COMPUTER SCIENCE AND ENGINEERING,cs
1232,"ARM College of Engineering and Technology, Sattamangalam, Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",Chengalpattu,91,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00059,Computer Science and Engineering (Cyber Security),sc
1232,"ARM College of Engineering and Technology, Sattamangalam, Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",Chengalpattu,91,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00060,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1232,"ARM College of Engineering and Technology, Sattamangalam, Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",Chengalpattu,85,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00061,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1232,"ARM College of Engineering and Technology, Sattamangalam, Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",Chengalpattu,84,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00062,INFORMATION TECHNOLOGY,it
1232,"ARM College of Engineering and Technology, Sattamangalam, Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",Chengalpattu,84,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00063,MECHANICAL ENGINEERING,me
2636,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,127,84,101,107,79,80,104,TNEA2025-00064,Artificial Intelligence and Data Science,ad
2636,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,144,82,126,135,104,137,104,TNEA2025-00065,BIO MEDICAL ENGINEERING,bm
2636,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,109,90,126,101,80.5,104,104,TNEA2025-00066,CIVIL ENGINEERING,ce
2636,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,131.5,84.5,93,110,84.5,112,86,TNEA2025-00067,COMPUTER SCIENCE AND ENGINEERING,cs
2636,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,125,89.5,99.5,102.5,88,100,86,TNEA2025-00068,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2636,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,127,95.5,94,104.5,92,101,99,TNEA2025-00069,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2636,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,137.5,88.5,94,105.5,90,109,99,TNEA2025-00070,INFORMATION TECHNOLOGY,it
2636,"AVS Engineering College, Military Road, Ammapet, Salem-636003.",SALEM,120,85,95,101.5,91,102.5,99,TNEA2025-00071,MECHANICAL ENGINEERING,me
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,152.5,117,150.5,109.5,125,Not Available,Not Available,TNEA2025-00072,Artificial Intelligence and Data Science,ad
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,134.5,98,134.5,111,125,Not Available,Not Available,TNEA2025-00073,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,148,89,145,96.5,130,Not Available,Not Available,TNEA2025-00074,COMPUTER SCIENCE AND ENGINEERING,cs
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,147.5,100.5,145.5,120,105.5,Not Available,Not Available,TNEA2025-00075,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),am
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,137.5,106,136,126,108,Not Available,Not Available,TNEA2025-00076,Computer Science and Engineering (Cyber Security),sc
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,119.5,101.5,136,126,108,Not Available,Not Available,TNEA2025-00077,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,138,94.5,137,100.5,108,Not Available,Not Available,TNEA2025-00078,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,142.5,105.5,137.5,130.5,87,Not Available,Not Available,TNEA2025-00079,INFORMATION TECHNOLOGY,it
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",TIRUVALLUR,105.5,105.5,137.5,130.5,87,Not Available,Not Available,TNEA2025-00080,MECHANICAL ENGINEERING,me
1233,"Adhi College of Engineering and Technology, No. 6, Munu Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",KANCHIPURAM,139.5,112.5,99.5,130,126,Not Available,113,TNEA2025-00081,Artificial Intelligence and Data Science,ad
1233,"Adhi College of Engineering and Technology, No. 6, Munu Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",KANCHIPURAM,132.5,90.5,99.5,97.5,98.5,Not Available,113,TNEA2025-00082,COMPUTER SCIENCE AND ENGINEERING,cs
1233,"Adhi College of Engineering and Technology, No. 6, Munu Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",KANCHIPURAM,81,90.5,99.5,97.5,98.5,Not Available,113,TNEA2025-00083,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1233,"Adhi College of Engineering and Technology, No. 6, Munu Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",KANCHIPURAM,115,89.5,99.5,87.5,100,Not Available,113,TNEA2025-00084,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1233,"Adhi College of Engineering and Technology, No. 6, Munu Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",KANCHIPURAM,139,114.5,99.5,126.5,102.5,Not Available,113,TNEA2025-00085,INFORMATION TECHNOLOGY,it
1233,"Adhi College of Engineering and Technology, No. 6, Munu Adhi Nagar, Sankarapuram, Puliambakkam Post, Near Wallajabad Kancheepuram-631605.",KANCHIPURAM,86.5,114.5,99.5,126.5,102.5,Not Available,113,TNEA2025-00086,MECHANICAL ENGINEERING,me
1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,140.5,90.5,128,128.5,124.5,Not Available,Not Available,TNEA2025-00087,Artificial Intelligence and Data Science,ad
1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,105,90.5,128,128.5,124.5,Not Available,Not Available,TNEA2025-00088,CIVIL ENGINEERING,ce
1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,145.5,135,128,127.5,104,Not Available,Not Available,TNEA2025-00089,COMPUTER SCIENCE AND ENGINEERING,cs
1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,127.5,111,128,110,104,Not Available,Not Available,TNEA2025-00090,Computer Science and Engineering (Cyber Security),sc
1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,114.5,82.5,128,109,106.5,Not Available,Not Available,TNEA2025-00091,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,140.5,114,139,127.5,116,Not Available,Not Available,TNEA2025-00092,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,143,125.5,106.5,123,110.5,Not Available,Not Available,TNEA2025-00093,INFORMATION TECHNOLOGY,it
1501,"Adhiparasakthi College of Engineering, G.B.Nagar, Kalavai, Arcot Taluk, Vellore District-632506.",RANIPET,111.5,99,106.5,100.5,110.5,Not Available,Not Available,TNEA2025-00094,MECHANICAL ENGINEERING,me
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,92.5,116.5,124,131.5,109.5,107,Not Available,TNEA2025-00095,CHEMICAL ENGINEERING,ch
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,84,116.5,124,131.5,109.5,107,Not Available,TNEA2025-00096,CIVIL ENGINEERING,ce
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,151.5,116.5,124,131.5,109.5,107,Not Available,TNEA2025-00097,COMPUTER SCIENCE AND ENGINEERING,cs
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,150.5,111.5,146.5,133,111.5,107,Not Available,TNEA2025-00098,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),am
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,93.5,111.5,146.5,133,111.5,107,Not Available,TNEA2025-00099,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,125,108,89,95.5,110,107,Not Available,TNEA2025-00100,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,146.5,124.5,119,131,91.5,107,Not Available,TNEA2025-00101,INFORMATION TECHNOLOGY,it
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Cheyyur Taluk, Kancheepuram District-603319.",CHENGALPATTU f,88.5,124.5,119,131,91.5,107,Not Available,TNEA2025-00102,MECHANICAL ENGINEERING,me
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,83.5,142.5,138.5,144.5,119,112,Not Available,TNEA2025-00103,AERONAUTICAL ENGINEERING,ae
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,160,142.5,138.5,144.5,119,112,Not Available,TNEA2025-00104,Artificial Intelligence and Data Science,ad
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,116.5,91,138.5,96,119,112,Not Available,TNEA2025-00105,BIO MEDICAL ENGINEERING,bm
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,136.5,99.5,122.5,117.5,103.5,112,Not Available,TNEA2025-00106,BIO TECHNOLOGY,bt
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,86,99.5,122.5,117.5,103.5,112,Not Available,TNEA2025-00107,CHEMICAL ENGINEERING,ch
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,100.5,99.5,122.5,117.5,103.5,112,Not Available,TNEA2025-00108,CIVIL ENGINEERING,ce
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,161,142,148.5,136,105.5,112,Not Available,TNEA2025-00109,COMPUTER SCIENCE AND ENGINEERING,cs
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,145.5,134.5,142.5,129,105,112,Not Available,TNEA2025-00110,Computer Science and Engineering (Cyber Security),sc
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,122.5,110.5,142.5,107.5,101,112,Not Available,TNEA2025-00111,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,148,128,136,131,89,112,Not Available,TNEA2025-00112,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
